year,Season,Month,State,Primary.Mode,Etiology,Serotype.or.Genotype,Etiology.Status,Setting,Illnesses,Hospitalizations,Info.on.Hospitalizations,Deaths,Info.on.Deaths,Food.Vehicle,Food.Contaminated.Ingredient,IFSAC.Category,Water.Exposure,Water.Type,Animal.Type,Animal.Type.Specify
2002,Summer,6,Washington,Food,Salmonella,Brandenburg,Confirmed,Private home/residence,19,1,NA,0,NA,multiple foods,,Unclassifiable,,,,
2002,Summer,7,Wisconsin,Food,Salmonella,Typhimurium,Confirmed,Restaurant - other or unknown type,14,3,NA,0,NA,,,,,,,
2002,Summer,7,Minnesota,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,6,0,NA,0,NA,"feta cheese, unspecified; oil, unspecified; cucumber, unspecified",,Multiple,,,,
2002,Summer,7,Minnesota,Food,Salmonella,Newport,Confirmed,Restaurant - other or unknown type,20,1,NA,0,NA,,,,,,,
2002,Summer,7,Wisconsin,Food,Salmonella,Newport,Confirmed,Restaurant - other or unknown type,10,0,NA,0,NA,"sandwich, unspecified",,Multiple,,,,
2002,Summer,6,Washington DC,Food,Salmonella,Muenchen,Confirmed,Restaurant - other or unknown type,57,3,NA,0,NA,pasta salad,,Multiple,,,,
2002,Summer,7,Maryland,Food,Norovirus,GI.1,Confirmed,Restaurant - other or unknown type,11,1,NA,NA,NA,,,,,,,
2002,Summer,8,Maryland,Food,Salmonella,Javiana,Confirmed,Private home/residence,10,2,NA,0,NA,"soup, garri egusi; bean dishes",,Multiple,,,,
2002,Summer,8,Illinois,Food,Clostridium,,Confirmed,Caterer (food prepared off-site from where served),19,0,NA,0,NA,"roast beef, other",,Beef,,,,
2002,Summer,8,New York,Food,Clostridium,,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),35,NA,NA,NA,NA,"ethnic style, unspecified",,Unclassifiable,,,,
2002,Summer,7,Wisconsin,Food,Salmonella,Enteritidis,Confirmed,Restaurant - other or unknown type; Other,4,2,NA,0,NA,,,,,,,
2001,Summer,6,New York,Food,Norovirus,,Confirmed,Other,14,NA,NA,NA,NA,multiple foods; multiple foods,,Unclassifiable,,,,
2002,Summer,6,California,Food,Clostridium,,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),11,1,NA,0,NA,"tamale, unspecified; rice, spanish; enchilada, chicken",,Multiple,,,,
2002,Summer,6,Florida,Food,Norovirus,,Confirmed,Camp,34,0,NA,0,NA,ice,,Other,,,,
2002,Summer,8,Maryland,Food,Salmonella,Newport,Confirmed,Restaurant - other or unknown type,25,3,NA,NA,NA,multiple salads,,Unclassifiable,,,,
2002,Spring,3,Washington,Food,Campylobacter related,,Confirmed,Prison/jail,136,1,NA,0,NA,tuna salad; pasta salad; green salad,root (eg. potato),Root/Underground,,,,
2002,Summer,8,Wisconsin,Food,Campylobacter related,,Confirmed,Other,22,NA,NA,0,NA,,,,,,,
2001,Spring,4,Maryland,Food,Salmonella,Enteritidis,Confirmed,Private home/residence,3,1,NA,0,NA,"ice cream, homemade",egg,Eggs,,,,
2001,Spring,5,Hawaii,Food,Histamine,,Confirmed,Restaurant - other or unknown type,2,0,NA,0,NA,"fish, ahi",,Fish,,,,
2002,Summer,6,Florida,Food,Vibrio,,Confirmed,Restaurant - other or unknown type,2,1,NA,0,NA,"mussels, unspecified",,Mollusks,,,,
2002,Summer,8,Minnesota,Food,Norovirus,,Confirmed,Caterer (food prepared off-site from where served),55,0,NA,0,NA,"other cheese, unspecified; ham, unspecified",,Multiple,,,,
2002,Summer,8,Wisconsin,Food,Escherichia coli,O157:H7,Confirmed,Private home/residence; Camp,19,11,NA,0,NA,"ground beef, hamburger",,Beef,,,,
2001,Fall,9,Florida,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,4,1,NA,NA,NA,"fish, escolar",,Fish,,,,
2001,Winter,1,Florida,Food,Hepatitis A,,Confirmed,Restaurant - other or unknown type,40,14,NA,1,NA,ice,,Other,,,,
2002,Summer,8,Maryland,Food,Salmonella,Typhimurium,Confirmed,Restaurant - other or unknown type,3,1,NA,0,NA,seafood pasta,,Multiple,,,,
2002,Summer,7,Massachusetts,Food,Escherichia coli,O157:NM (H-),Confirmed,Unknown,5,3,NA,0,NA,,,,,,,
2002,Summer,8,Tennessee,Food,Norovirus,,Confirmed,Grocery store; Religious facility,26,0,NA,0,NA,"ground beef, unspecified",,Beef,,,,
2002,Summer,8,Connecticut,Food,Campylobacter related,,Confirmed,Other,14,1,NA,0,NA,,,,,,,
2002,Fall,9,Wisconsin,Food,Salmonella,,Confirmed,Private home/residence; Other,16,NA,NA,0,NA,"chicken, baked",,Chicken,,,,
2002,Summer,8,Minnesota,Food,Norovirus,,Confirmed,Camp,12,0,NA,0,NA,,,,,,,
2002,Summer,8,Minnesota,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,6,0,NA,0,NA,,,,,,,
2002,Fall,9,Wisconsin,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,6,0,NA,0,NA,,,,,,,
2001,Winter,1,Maryland,Food,Staphylococcus,,Confirmed,Prison/jail,43,0,NA,0,NA,egg salad/egg salad sandwich,,Multiple,,,,
2001,Winter,1,Maryland,Food,Salmonella,Enteritidis,Confirmed,Restaurant - other or unknown type,9,1,NA,0,NA,crab cakes,,Multiple,,,,
2001,Spring,5,Maryland,Food,Salmonella,Enteritidis,Confirmed,Restaurant - other or unknown type,3,0,NA,0,NA,"pie, merengue",,Multiple,,,,
2001,Summer,6,Maryland,Food,Norovirus,GI.1,Confirmed,Restaurant - other or unknown type,5,0,NA,0,NA,,,,,,,
2001,Spring,4,Maryland,Food,Salmonella,Newport,Confirmed,Private home/residence,9,1,NA,0,NA,"chicken, fried",chicken,Chicken,,,,
2001,Summer,6,Maryland,Food,Salmonella,unknown,Confirmed,Restaurant - other or unknown type,3,1,NA,0,NA,,,,,,,
2001,Summer,7,Maryland,Food,Salmonella,Enteritidis,Confirmed,Restaurant - other or unknown type,2,1,NA,0,NA,seafood pasta,,Multiple,,,,
2001,Summer,6,Maryland,Food,Salmonella,Montevideo,Confirmed,Restaurant - other or unknown type; Grocery store,6,0,NA,0,NA,,,,,,,
2001,Summer,6,Maryland,Food,Salmonella,Enteritidis,Confirmed,Private home/residence; Other,26,3,NA,0,NA,"seafood pasta; spaghetti, unspecified; deli tray",,Multiple,,,,
2001,Summer,7,Maryland,Food,Norovirus,GI.1,Confirmed,Other,6,0,NA,0,NA,"cake, unspecified",,Multiple,,,,
2001,Winter,1,Maryland,Food,Salmonella,unknown,Confirmed,Restaurant - other or unknown type,4,0,NA,0,NA,"sandwich, other egg/poultry; sandwich, chicken",,Multiple,,,,
2001,Spring,3,Maryland,Food,Norovirus,unknown,Confirmed,Restaurant - other or unknown type,8,0,NA,0,NA,"oysters, raw",,Mollusks,,,,
2001,Spring,3,Maryland,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,13,NA,NA,NA,NA,,,,,,,
2001,Spring,4,Maryland,Food,Campylobacter related,,Confirmed,Restaurant - other or unknown type,14,NA,NA,NA,NA,"chicken, unspecified",,Chicken,,,,
2001,Spring,5,Maryland,Food,Norovirus,unknown,Confirmed,Other,4,NA,NA,NA,NA,,,,,,,
2002,Summer,6,Massachusetts,Food,Salmonella,Javiana,Confirmed,Restaurant - other or unknown type; Other,3,1,NA,0,NA,"tomato, unspecified",,Seeded Vegetables,,,,
2002,Summer,7,North Carolina,Food,Norovirus,,Confirmed,Caterer (food prepared off-site from where served),11,0,NA,0,NA,"cake, unspecified; tomato, unspecified",,Multiple,,,,
2002,Summer,8,North Carolina,Food,Salmonella,Enteritidis,Confirmed,Restaurant - other or unknown type,4,0,NA,0,NA,,,,,,,
2002,Spring,4,Georgia,Food,Hepatitis A,,Confirmed,Grocery store,3,NA,NA,NA,NA,,,,,,,
2002,Summer,8,Hawaii,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,NA,0,NA,"fish, ahi",,Fish,,,,
2002,Summer,7,Florida,Food,Salmonella,,Confirmed,Restaurant - other or unknown type,5,4,NA,NA,NA,"potato, mashed",,Multiple,,,,
2002,Summer,8,Iowa,Food,Salmonella,Enteritidis,Confirmed,Restaurant - other or unknown type,47,7,NA,0,NA,mashed potato/gravy,,Multiple,,,,
2002,Summer,6,Kansas,Food,Salmonella,Newport,Confirmed,Unknown,4,0,NA,0,NA,,,,,,,
2002,Summer,8,Kansas,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,29,0,NA,0,NA,ice,,Other,,,,
2002,Summer,7,Kansas,Food,Escherichia coli,O157:H7,Confirmed,Unknown,2,1,NA,0,NA,,,,,,,
2002,Summer,7,Florida,Food,Norovirus,unknown,Confirmed,Restaurant - other or unknown type,10,NA,NA,NA,NA,potato salad,,Multiple,,,,
2002,Summer,7,Florida,Food,Norovirus,unknown,Confirmed,Restaurant - other or unknown type,8,0,NA,0,NA,lettuce-based salads unspecified,,Multiple,,,,
2002,Summer,8,Kansas,Food,Salmonella,Typhimurium,Confirmed,Private home/residence,10,1,NA,0,NA,"ice cream, homemade",egg,Eggs,,,,
2002,Fall,10,Tennessee,Food,Norovirus,unknown,Confirmed,Restaurant - other or unknown type,77,0,NA,0,NA,vegetable-based salads unspecified,,Multiple,,,,
2001,Spring,5,Oregon,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,6,0,NA,0,NA,,,,,,,
2001,Spring,5,Oregon,Food,Norovirus,,Confirmed,Unknown,50,0,NA,0,NA,,,,,,,
2001,Spring,5,Oregon,Food,Norovirus,,Confirmed,Private home/residence; Grocery store,13,0,NA,0,NA,,,,,,,
2001,Spring,4,Oregon,Food,Salmonella,,Confirmed,Restaurant - other or unknown type; Long-term care/nursing home/assisted living facility,2,0,NA,0,NA,cantaloupe,,Fruits,,,,
2001,Spring,5,Oregon,Food,Norovirus,,Confirmed,Camp,100,0,NA,0,NA,,,,,,,
2001,Summer,7,Oregon,Food,Ciguatoxin,,Confirmed,Private home/residence,4,0,NA,0,NA,unspecified fish,,Fish,,,,
2001,Summer,7,Oregon,Food,Clostridium,,Confirmed,Restaurant - other or unknown type,10,0,NA,0,NA,"refried beans, unspecified",,Multiple,,,,
2001,Summer,8,Oregon,Food,Vibrio,,Confirmed,Restaurant - other or unknown type,3,0,NA,0,NA,"oysters, raw",,Mollusks,,,,
2001,Fall,10,Oregon,Food,Norovirus,,Confirmed,School/college/university,25,1,NA,NA,NA,,,,,,,
2002,Fall,10,Tennessee,Food,Norovirus,unknown,Confirmed,Restaurant - other or unknown type,33,0,NA,0,NA,,,,,,,
2002,Fall,10,Minnesota,Food,Norovirus,,Confirmed,Caterer (food prepared off-site from where served),34,0,NA,0,NA,,,,,,,
2002,Summer,8,Illinois,Food,Shigella,,Confirmed,Restaurant - other or unknown type,17,1,NA,0,NA,,,,,,,
2001,Winter,2,Colorado,Food,Salmonella,Heidelberg,Confirmed,Restaurant - other or unknown type,6,1,NA,0,NA,"eggs, unspecified",,Eggs,,,,
2002,Fall,9,Maryland,Food,Salmonella,Newport,Confirmed,Restaurant - other or unknown type,7,1,NA,0,NA,house salad,,Multiple,,,,
2002,Fall,10,Tennessee,Food,Norovirus,unknown,Confirmed,Restaurant - other or unknown type,3,1,NA,0,NA,,,,,,,
2002,Fall,10,Minnesota,Food,Salmonella,Enteritidis,Confirmed,Private home/residence,23,2,NA,0,NA,"fried rice, unspecified",,Multiple,,,,
2002,Winter,2,New York,Food,Salmonella,Infantis,Confirmed,Private home/residence,10,NA,NA,NA,NA,"ground beef, unspecified",,Beef,,,,
2002,Summer,8,Washington,Food,Salmonella,Agona,Confirmed,Private home/residence,17,2,NA,0,NA,"goat, other",,Other Meat,,,,
2002,Fall,9,Florida,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,28,0,NA,0,NA,,,,,,,
2002,Fall,10,Florida,Food,Staphylococcus,,Confirmed,Restaurant - other or unknown type,2,1,NA,NA,NA,"rice, yellow; pork, roasted",,Multiple,,,,
2002,Fall,10,Minnesota,Food,Campylobacter related,,Confirmed,Restaurant - other or unknown type,4,0,NA,0,NA,speciality salads unspecified,,Multiple,,,,
2001,Spring,5,Hawaii,Food,Campylobacter related,,Confirmed,Restaurant - other or unknown type,2,1,NA,0,NA,,,,,,,
2001,Winter,1,Wisconsin,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,44,0,NA,0,NA,"sandwich, submarine",,Multiple,,,,
2001,Spring,5,Wisconsin,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,6,0,NA,0,NA,,,,,,,
2001,Spring,5,Wisconsin,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,24,1,NA,0,NA,,,,,,,
2001,Spring,4,Wisconsin,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,4,0,NA,0,NA,,,,,,,
2001,Summer,6,Wisconsin,Food,Salmonella,Braenderup,Confirmed,Restaurant - other or unknown type,21,0,NA,0,NA,"chicken, grilled",,Chicken,,,,
2001,Summer,7,Wisconsin,Food,Escherichia coli,O169:H41,Confirmed,Restaurant - other or unknown type,21,0,NA,0,NA,"quesadilla, unspecified",,Multiple,,,,
2001,Summer,8,Wisconsin,Food,Salmonella,Javiana,Confirmed,Private home/residence,4,NA,NA,NA,NA,,,,,,,
2001,Summer,8,Wisconsin,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,8,0,NA,0,NA,"taco, unspecified",,Multiple,,,,
2001,Summer,8,Wisconsin,Food,Clostridium,,Confirmed,Restaurant - other or unknown type,42,0,NA,0,NA,turkey and gravy,,Multiple,,,,
2001,Fall,10,Wisconsin,Food,Escherichia coli,O157:H7,Confirmed,Other,34,6,NA,0,NA,,,,,,,
2002,Fall,10,Minnesota,Food,Norovirus,,Confirmed,Private home/residence; Other,50,1,NA,0,NA,candy unspecified,,Oils-Sugars,,,,
2001,Spring,4,Hawaii,Food,Salmonella,Weltevreden,Confirmed,Restaurant - other or unknown type; Other,3,2,NA,0,NA,"pork, bbq",,Multiple,,,,
2001,Fall,10,New York,Food,Salmonella,Enteritidis,Confirmed,Restaurant - other or unknown type,40,NA,NA,NA,NA,"cake, unspecified",,Multiple,,,,
2001,Winter,1,Kansas,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,36,0,NA,0,NA,"cantaloupe; honeydew melon; pineapple, unspecified",,Fruits,,,,
2001,Winter,2,Kansas,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,51,0,NA,0,NA,house salad,,Multiple,,,,
2001,Winter,2,Kansas,Food,Salmonella,Norwich,Confirmed,Restaurant - other or unknown type,4,1,NA,0,NA,,,,,,,
2001,Spring,3,Kansas,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,15,1,NA,0,NA,house salad; water,,Multiple,,,,
2002,Spring,3,Florida,Food,Hepatitis A,,Confirmed,Other,16,3,NA,1,NA,coleslaw,,Multiple,,,,
2001,Summer,6,Hawaii,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,NA,0,NA,"fish, ahi",,Fish,,,,
2001,Spring,3,Hawaii,Food,Scombroid toxin,,Confirmed,Unknown,3,NA,NA,NA,NA,"fish, mahi mahi",fin fish,Fish,,,,
2001,Spring,4,Hawaii,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,3,1,NA,0,NA,"fish, escolar",,Fish,,,,
2001,Summer,6,Hawaii,Food,Scombroid toxin,,Confirmed,Other,6,0,NA,0,NA,"fish, ahi",,Fish,,,,
2001,Summer,6,Hawaii,Food,Clostridium,,Confirmed,Restaurant - other or unknown type,6,0,NA,0,NA,,,,,,,
2001,Fall,11,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,NA,0,NA,"snapper, unspecified",,Fish,,,,
2001,Spring,5,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,NA,0,NA,"fish, ulua, unspecified",fin fish,Fish,,,,
2002,Fall,10,Tennessee,Food,Clostridium,,Confirmed,Prison/jail,64,0,NA,0,NA,"taco, unspecified",,Multiple,,,,
2002,Fall,10,Tennessee,Food,Salmonella,Typhimurium,Confirmed,Religious facility,17,0,NA,0,NA,,,,,,,
2002,Fall,10,Wisconsin,Food,Staphylococcus,,Confirmed,Religious facility,29,3,NA,0,NA,"gravy, chicken",,Multiple,,,,
2002,Fall,10,Tennessee,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,8,0,NA,0,NA,,,,,,,
2002,Spring,4,Massachusetts,Food,Norovirus,,Confirmed,Other,338,7,NA,0,NA,"cake, unspecified",cream filling,Multiple,,,,
2001,Summer,6,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,NA,0,NA,"fish, kole",,Fish,,,,
2001,Summer,7,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,4,0,NA,0,NA,"fish, kole",,Fish,,,,
2001,Summer,7,Hawaii,Food,Ciguatoxin,,Confirmed,Unknown,3,0,NA,0,NA,"fish, kole",,Fish,,,,
2001,Fall,9,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,2,2,NA,0,NA,"fish, grouper, unspecified",,Fish,,,,
2001,Fall,9,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,NA,0,NA,"fish, kole",,Fish,,,,
2001,Spring,4,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,4,0,NA,0,NA,unknown fish,,Fish,,,,
2001,Fall,9,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,3,1,NA,0,NA,"fish, eel",,Fish,,,,
2002,Fall,9,Wisconsin,Food,Salmonella,,Confirmed,Restaurant - other or unknown type,12,NA,NA,NA,NA,,,,,,,
2002,Summer,6,Wisconsin,Food,Norovirus,,Confirmed,Camp,40,NA,NA,NA,NA,,,,,,,
2002,Fall,9,Texas,Food,Shigella,,Confirmed,Restaurant - other or unknown type,240,4,NA,0,NA,,,,,,,
2002,Summer,7,Colorado,Food,Salmonella,Newport,Confirmed,Restaurant - other or unknown type; Private home/residence,13,6,NA,0,NA,"cilantro, unspecified",,Herbs,,,,
2001,Fall,11,Wisconsin,Food,Norovirus,,Confirmed,Other,13,NA,NA,0,NA,,,,,,,
2001,Winter,2,West Virginia,Food,Norovirus,,Confirmed,Other,18,NA,NA,NA,NA,"punch, unspecified",,Other,,,,
2002,Fall,10,Nevada,Food,Norovirus,,Confirmed,Other,14,0,NA,0,NA,,,,,,,
2001,Spring,3,Massachusetts,Food,Norovirus,,Confirmed,Caterer (food prepared off-site from where served),28,NA,NA,NA,NA,,,,,,,
2002,Spring,4,Mississippi,Food,Staphylococcus,,Confirmed,Religious facility,24,1,NA,0,NA,"meat sauce; noodles, unspecified; ground beef, other",,Multiple,,,,
2001,Spring,4,Massachusetts,Food,Salmonella,Heidelberg,Confirmed,Restaurant - other or unknown type; Other,29,3,NA,0,NA,"egg-containing food, other",,Multiple,,,,
2002,Spring,5,New York,Food,Escherichia coli,O157:H7,Confirmed,Private home/residence,2,1,NA,NA,NA,"ground beef, hamburger",beef,Beef,,,,
2001,Spring,5,Massachusetts,Food,Escherichia coli,O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence; Grocery store; Office/indoor workplace; Religious facility,8,6,NA,0,NA,,,,,,,
2001,Spring,5,Texas,Food,Salmonella,Enteritidis,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),29,0,NA,0,NA,"cake, unspecified",,Multiple,,,,
2002,Fall,11,Tennessee,Food,Norovirus,,Confirmed,Private home/residence,12,0,NA,0,NA,"turkey and gravy; bread, cornbread dressing; coleslaw",,Multiple,,,,
2001,Fall,11,Texas,Food,Salmonella,Typhimurium,Confirmed,Prison/jail,404,0,NA,4,NA,,,,,,,
2002,Fall,10,Wisconsin,Food,Salmonella,Typhimurium,Confirmed,"Fair, festival, other temp or mobile services",4,1,NA,0,NA,"beef/steak dish, other",,Multiple,,,,
2001,Fall,9,Arkansas,Food,Staphylococcus,,Confirmed,Restaurant - other or unknown type,43,4,NA,NA,NA,"ham, unspecified",pork,Pork,,,,
2001,Summer,6,Texas,Food,Salmonella,Panama,Confirmed,Camp,134,0,NA,0,NA,"beans, bbq",,Multiple,,,,
2001,Fall,11,Texas,Food,Escherichia coli,O157:H7,Confirmed,Restaurant - other or unknown type,20,2,NA,0,NA,lettuce-based salads unspecified,,Multiple,,,,
2001,Summer,8,Texas,Food,Clostridium,,Confirmed,Religious facility,16,9,NA,0,NA,chili,,Multiple,,,,
2001,Summer,8,Arizona,Food,Campylobacter related,,Confirmed,Restaurant - other or unknown type,62,4,NA,NA,NA,,,,,,,
2001,Fall,9,Arizona,Food,Salmonella,Anatum,Confirmed,Private home/residence,35,1,NA,NA,NA,potato salad,,Multiple,,,,
2001,Spring,4,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,4,0,NA,0,NA,unknown fish,,Fish,,,,
2002,Winter,1,Utah,Food,Campylobacter related,,Confirmed,Private home/residence,13,0,NA,0,NA,"whole milk, unpasteurized",milk,Dairy,,,,
2001,Spring,5,West Virginia,Food,Norovirus,,Confirmed,School/college/university,40,0,NA,0,NA,"soup, turkey",,Multiple,,,,
2001,Spring,4,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,NA,0,NA,"fish, palani (surgeon)",,Fish,,,,
2001,Spring,5,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,NA,0,NA,"fish, papio",,Fish,,,,
2001,Spring,4,West Virginia,Food,Salmonella,Enteritidis,Confirmed,Other,3,1,NA,0,NA,"nuts, almonds",,Nuts-Seeds,,,,
2001,Fall,9,Nevada,Food,Escherichia coli,O157:H7,Confirmed,Prison/jail,9,0,NA,0,NA,"ground beef, hamburger",,Beef,,,,
2002,Fall,11,Minnesota,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,250,1,NA,0,NA,house salad,,Multiple,,,,
2002,Fall,11,Minnesota,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,9,0,NA,0,NA,,,,,,,
2002,Fall,11,Minnesota,Food,Norovirus,,Confirmed,Other,40,1,NA,0,NA,"fruit punch, unspecified; bread, unspecified; lettuce-based salads unspecified",,Multiple,,,,
2002,Fall,11,Minnesota,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,5,0,NA,0,NA,,,,,,,
2002,Summer,8,Massachusetts,Food,Escherichia coli,O157:H7,Confirmed,Private home/residence; Caterer (food prepared off-site from where served); Other,13,3,NA,0,NA,,,,,,,
2001,Fall,10,West Virginia,Food,Staphylococcus,,Confirmed,School/college/university,16,0,NA,0,NA,"beef, stew",,Multiple,,,,
2001,Fall,11,Rhode Island,Food,Norovirus,,Confirmed,Unknown,150,NA,NA,NA,NA,,,,,,,
2002,Fall,9,Mississippi,Food,Salmonella,Group B,Confirmed,Prison/jail,63,0,NA,0,NA,,,,,,,
2000,Winter,12,Vermont,Food,Salmonella,Typhimurium,Confirmed,Restaurant - other or unknown type,6,0,NA,0,NA,"ground beef, meatballs",,Beef,,,,
2002,Spring,3,Minnesota,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,8,0,NA,0,NA,"soda, unspecified; ice",,Other,,,,
2002,Spring,5,Massachusetts,Food,Salmonella,Enteritidis,Confirmed,Restaurant - other or unknown type,10,1,NA,0,NA,,,,,,,
2001,Fall,10,Vermont,Food,Salmonella,Typhimurium,Confirmed,School/college/university,4,2,NA,0,NA,,,,,,,
2002,Fall,11,New York,Food,Norovirus,,Confirmed,Private home/residence; Grocery store,27,NA,NA,NA,NA,,,,,,,
2002,Fall,10,New York,Food,Norovirus,,Confirmed,Private home/residence,25,NA,NA,NA,NA,deli tray,,Multiple,,,,
2002,Fall,10,Illinois,Food,Norovirus,unknown,Confirmed,Private home/residence; School/college/university,100,0,NA,0,NA,,,,,,,
2002,Fall,11,Illinois,Food,Clostridium,,Confirmed,Private home/residence; Other,24,NA,NA,NA,NA,"turkey, roasted",,Turkey,,,,
2002,Fall,11,Illinois,Food,Other - Chemical/Toxin,,Confirmed,School/college/university,108,NA,NA,NA,NA,"chicken, other",,Chicken,,,,
2002,Summer,7,Massachusetts,Food,Ciguatoxin,,Confirmed,Restaurant - other or unknown type,6,0,NA,0,NA,"fish, baracuda",,Fish,,,,
2002,Fall,11,Tennessee,Food,Staphylococcus,,Confirmed,Caterer (food prepared off-site from where served),23,1,NA,0,NA,"turkey, unspecified; green beans, unspecified; corn, unspecified",,Multiple,,,,
2001,Fall,9,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,NA,0,NA,grey snapper,,Fish,,,,
2001,Spring,4,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,3,0,NA,0,NA,"fish, roi",,Fish,,,,
2001,Summer,7,Hawaii,Food,Ciguatoxin,,Confirmed,Restaurant - other or unknown type,3,0,NA,0,NA,"fish, goatfish (weke), unspecified",,Fish,,,,
2001,Winter,1,Hawaii,Food,Scombroid toxin,,Confirmed,Office/indoor workplace,4,0,NA,0,NA,"fish, mahi mahi",,Fish,,,,
2001,Summer,7,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,NA,0,NA,"fish, mullett",,Fish,,,,
2001,Summer,6,Washington DC,Food,Salmonella,Braenderup,Confirmed,Restaurant - other or unknown type,21,NA,NA,NA,NA,"sandwich, other specialty",,Multiple,,,,
2002,Fall,11,Maryland,Food,Norovirus,unknown,Confirmed,Caterer (food prepared off-site from where served),37,NA,NA,NA,NA,crab cakes,,Multiple,,,,
2002,Fall,11,Minnesota,Food,Clostridium,,Confirmed,Restaurant - other or unknown type,9,0,NA,0,NA,"chicken, unspecified",,Chicken,,,,
2002,Fall,11,Minnesota,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,6,0,NA,0,NA,,,,,,,
2001,Winter,12,West Virginia,Food,Norovirus,,Confirmed,Other,30,5,NA,0,NA,,,,,,,
2002,Fall,11,Minnesota,Food,Salmonella,Typhimurium,Confirmed,Restaurant - other or unknown type,29,3,NA,0,NA,,,,,,,
2001,Summer,6,Nebraska,Food,Campylobacter related,,Confirmed,Camp,24,1,NA,0,NA,potato salad,,Multiple,,,,
2002,Summer,6,Hawaii,Food,Histamine,,Confirmed,Restaurant - other or unknown type,3,0,NA,0,NA,"fish, ahi",,Fish,,,,
2002,Fall,10,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,3,0,NA,0,NA,"fish, perch",fin fish,Fish,,,,
2001,Winter,12,Wyoming,Food,Campylobacter related,,Confirmed,Restaurant - other or unknown type,4,0,NA,0,NA,"dumplings; chicken, other",,Multiple,,,,
2002,Fall,9,Illinois,Food,Clostridium,,Confirmed,Prison/jail,950,1,NA,0,NA,"gravy, beef; roast beef, unspecified; potato, mashed",,Multiple,,,,
2002,Fall,11,Minnesota,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,30,0,NA,0,NA,"unspecified beverage; potato, unspecified",,Multiple,,,,
2002,Fall,10,Wisconsin,Food,Norovirus,,Confirmed,Private home/residence,8,0,NA,0,NA,"cake, chocolate",,Multiple,,,,
2002,Winter,12,Illinois,Food,Norovirus,unknown,Confirmed,School/college/university,119,0,NA,0,NA,,,,,,,
2001,Summer,6,Virginia,Food,Salmonella,Enteritidis,Confirmed,Restaurant - other or unknown type,28,5,NA,0,NA,,,,,,,
2002,Fall,9,Florida,Food,Salmonella,Rubislaw,Confirmed,Private home/residence,5,3,NA,0,NA,"chicken, other",,Chicken,,,,
2001,Winter,12,Virginia,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,22,0,NA,0,NA,green salad,,Multiple,,,,
2001,Winter,12,Virginia,Food,Clostridium,,Confirmed,Restaurant - other or unknown type,33,0,NA,0,NA,"spinach, unspecified",,Vegetable Row Crops,,,,
